"sampleid","parent","timepoint","cluster"
"AE05","AE05","initial",1
"AE05","AE05","initial",1
"AE05","AE05","initial",1
"AE05","AE05","initial",1
"AE101","AE101","initial",2
"AE101","AE101","initial",2
"AE101","AE101","initial",2
"AE101","AE101","initial",2
"AE103","AE103","initial",2
"AE103","AE103","initial",2
"AE103","AE103","initial",2
"AE103","AE103","initial",2
"AE12","AE12","initial",3
"AE12","AE12","initial",3
"AE12","AE12","initial",3
"AE126","AE126","initial",2
"AE126","AE126","initial",2
"AE126","AE126","initial",2
"AE126","AE126","initial",2
"AE155","AE155","initial",4
"AE155","AE155","initial",4
"AE155","AE155","initial",4
"AE155","AE155","initial",4
"AE172","AE172","initial",5
"AE172","AE172","initial",5
"AE172","AE172","initial",5
"AE172","AE172","initial",5
"AE22","AE22","initial",3
"AE22","AE22","initial",3
"AE22","AE22","initial",3
"AE22","AE22","initial",3
"AE23","AE23","initial",3
"AE23","AE23","initial",3
"AE23","AE23","initial",3
"AE23","AE23","initial",3
"AE26","AE26","initial",3
"AE26","AE26","initial",3
"AE26","AE26","initial",3
"AE26","AE26","initial",3
"AE27","AE27","initial",2
"AE27","AE27","initial",2
"AE27","AE27","initial",2
"AE27","AE27","initial",2
"AE52","AE52","initial",5
"AE52","AE52","initial",5
"AE52","AE52","initial",5
"AE95","AE95","initial",2
"AE95","AE95","initial",2
"AE95","AE95","initial",2
"AE95","AE95","initial",2
"BB01","BB01","initial",3
"BB01","BB01","initial",3
"BB01","BB01","initial",3
"BB01","BB01","initial",3
"BB02","BB02","initial",6
"BB02","BB02","initial",6
"BB02","BB02","initial",6
"BB02","BB02","initial",6
"BB03","BB03","initial",5
"BB03","BB03","initial",5
"BB03","BB03","initial",5
"BB03","BB03","initial",5
"BB05","BB05","initial",5
"BB05","BB05","initial",5
"BB05","BB05","initial",5
"BB05","BB05","initial",5
"BB06","BB06","initial",5
"BB06","BB06","initial",5
"BB06","BB06","initial",5
"BB06","BB06","initial",5
"BB07","BB07","initial",5
"BB07","BB07","initial",5
"BB07","BB07","initial",5
"BB07","BB07","initial",5
"BB08","BB08","initial",2
"BB08","BB08","initial",2
"BB08","BB08","initial",2
"BB09","BB09","initial",5
"BB09","BB09","initial",5
"BB09","BB09","initial",5
"BB09","BB09","initial",5
"BB10","BB10","initial",1
"BB10","BB10","initial",1
"BB10","BB10","initial",1
"BB10","BB10","initial",1
"BB11","BB11","initial",5
"BB11","BB11","initial",5
"BB11","BB11","initial",5
"BB11","BB11","initial",5
"BB12","BB12","initial",5
"BB12","BB12","initial",5
"BB12","BB12","initial",5
"BB12","BB12","initial",5
"BB13","BB13","initial",3
"BB13","BB13","initial",3
"BB13","BB13","initial",3
"BB13","BB13","initial",3
"BB14","BB14","initial",5
"BB14","BB14","initial",5
"BB14","BB14","initial",5
"BB14","BB14","initial",5
"BB15","BB15","initial",5
"BB15","BB15","initial",5
"BB15","BB15","initial",5
"BB15","BB15","initial",5
"BB16","BB16","initial",5
"BB16","BB16","initial",5
"BB16","BB16","initial",5
"BB16","BB16","initial",5
"BB17","BB17","initial",5
"BB17","BB17","initial",5
"BB17","BB17","initial",5
"BB17","BB17","initial",5
"BB18","BB18","initial",5
"BB18","BB18","initial",5
"BB18","BB18","initial",5
"BB18","BB18","initial",5
"BB19","BB19","initial",1
"BB19","BB19","initial",1
"BB19","BB19","initial",1
"BB19","BB19","initial",1
"BB20","BB20","initial",5
"BB20","BB20","initial",5
"BB20","BB20","initial",5
"BB20","BB20","initial",5
"BB21","BB21","initial",1
"BB21","BB21","initial",1
"BB21","BB21","initial",1
"BB21","BB21","initial",1
"BB22","BB22","initial",2
"BB22","BB22","initial",2
"BB22","BB22","initial",2
"BB22","BB22","initial",2
"BB23","BB23","initial",5
"BB23","BB23","initial",5
"BB23","BB23","initial",5
"BB23","BB23","initial",5
"BB25","BB25","initial",5
"BB25","BB25","initial",5
"BB25","BB25","initial",5
"BB25","BB25","initial",5
"BB26","BB26","initial",5
"BB26","BB26","initial",5
"BB26","BB26","initial",5
"BB26","BB26","initial",5
"BB29","BB29","initial",3
"BB29","BB29","initial",3
"BB29","BB29","initial",3
"BB29","BB29","initial",3
"BB35","BB35","initial",5
"BB35","BB35","initial",5
"BB35","BB35","initial",5
"BB35","BB35","initial",5
"BB40","BB40","initial",4
"BB40","BB40","initial",4
"BB40","BB40","initial",4
"BB40","BB40","initial",4
"BB52","BB52","initial",5
"BB52","BB52","initial",5
"BB52","BB52","initial",5
"BB52","BB52","initial",5
"BB57","BB57","initial",1
"BB57","BB57","initial",1
"BB57","BB57","initial",1
"BB57","BB57","initial",1
"BB60","BB60","initial",5
"BB60","BB60","initial",5
"BB60","BB60","initial",5
"BB60","BB60","initial",5
"BB61","BB61","initial",2
"BB61","BB61","initial",2
"BB61","BB61","initial",2
"BB61","BB61","initial",2
"BB66","BB66","initial",1
"BB66","BB66","initial",1
"BB66","BB66","initial",1
"BB66","BB66","initial",1
"BB88","BB88","initial",6
"BB88","BB88","initial",6
"BB88","BB88","initial",6
"BB88","BB88","initial",6
"BWd01","BWd01","initial",5
"BWd01","BWd01","initial",5
"BWd01","BWd01","initial",5
"BWd01","BWd01","initial",5
"BWd02","BWd02","initial",4
"BWd02","BWd02","initial",4
"BWd02","BWd02","initial",4
"BWd02","BWd02","initial",4
"BWd03","BWd03","initial",1
"BWd03","BWd03","initial",1
"BWd03","BWd03","initial",1
"BWd03","BWd03","initial",1
"BWd04","BWd04","initial",5
"BWd04","BWd04","initial",5
"BWd04","BWd04","initial",5
"BWd04","BWd04","initial",5
"BWd05","BWd05","initial",5
"BWd05","BWd05","initial",5
"BWd05","BWd05","initial",5
"BWd05","BWd05","initial",5
"BWd07","BWd07","initial",1
"BWd07","BWd07","initial",1
"BWd07","BWd07","initial",1
"BWd07","BWd07","initial",1
"LW01","LW01","initial",5
"LW01","LW01","initial",5
"LW01","LW01","initial",5
"LW01","LW01","initial",5
"LW03","LW03","initial",2
"LW03","LW03","initial",2
"LW03","LW03","initial",2
"LW03","LW03","initial",2
"LW04","LW04","initial",5
"LW04","LW04","initial",5
"LW04","LW04","initial",5
"LW04","LW04","initial",5
"LW05","LW05","initial",1
"LW05","LW05","initial",1
"LW05","LW05","initial",1
"LW05","LW05","initial",1
"LW06","LW06","initial",5
"LW06","LW06","initial",5
"LW06","LW06","initial",5
"LW06","LW06","initial",5
"LW07","LW07","initial",5
"LW07","LW07","initial",5
"LW07","LW07","initial",5
"LW07","LW07","initial",5
"LW08","LW08","initial",5
"LW08","LW08","initial",5
"LW08","LW08","initial",5
"LW08","LW08","initial",5
"LW09","LW09","initial",6
"LW09","LW09","initial",6
"LW09","LW09","initial",6
"LW09","LW09","initial",6
"LW10","LW10","initial",5
"LW10","LW10","initial",5
"LW10","LW10","initial",5
"LW10","LW10","initial",5
"LW11","LW11","initial",5
"LW11","LW11","initial",5
"LW11","LW11","initial",5
"LW11","LW11","initial",5
"LW12","LW12","initial",5
"LW12","LW12","initial",5
"LW12","LW12","initial",5
"LW12","LW12","initial",5
"OWW01","OWW01","initial",1
"OWW01","OWW01","initial",1
"OWW01","OWW01","initial",1
"OWW01","OWW01","initial",1
"OWW02","OWW02","initial",1
"OWW02","OWW02","initial",1
"OWW02","OWW02","initial",1
"OWW02","OWW02","initial",1
"OWW03","OWW03","initial",5
"OWW03","OWW03","initial",5
"OWW03","OWW03","initial",5
"OWW04","OWW04","initial",5
"OWW04","OWW04","initial",5
"OWW04","OWW04","initial",5
"OWW04","OWW04","initial",5
"OWW05","OWW05","initial",5
"OWW05","OWW05","initial",5
"OWW05","OWW05","initial",5
"OWW05","OWW05","initial",5
"OWW06","OWW06","initial",1
"OWW06","OWW06","initial",1
"OWW06","OWW06","initial",1
"OWW06","OWW06","initial",1
"OWW07","OWW07","initial",1
"OWW07","OWW07","initial",1
"OWW07","OWW07","initial",1
"OWW07","OWW07","initial",1
"OWW08","OWW08","initial",5
"OWW08","OWW08","initial",5
"OWW08","OWW08","initial",5
"OWW08","OWW08","initial",5
"OWW09","OWW09","initial",1
"OWW09","OWW09","initial",1
"OWW09","OWW09","initial",1
"OWW09","OWW09","initial",1
"OWW11","OWW11","initial",1
"OWW11","OWW11","initial",1
"OWW11","OWW11","initial",1
"OWW11","OWW11","initial",1
"OWW12","OWW12","initial",4
"OWW12","OWW12","initial",4
"OWW12","OWW12","initial",4
"OWW12","OWW12","initial",4
"OWW13","OWW13","initial",5
"OWW13","OWW13","initial",5
"OWW13","OWW13","initial",5
"OWW13","OWW13","initial",5
"OWW14","OWW14","initial",5
"OWW14","OWW14","initial",5
"OWW14","OWW14","initial",5
"OWW14","OWW14","initial",5
"OWW15","OWW15","initial",1
"OWW15","OWW15","initial",1
"OWW15","OWW15","initial",1
"OWW15","OWW15","initial",1
"OWW16","OWW16","initial",5
"OWW16","OWW16","initial",5
"OWW16","OWW16","initial",5
"OWW16","OWW16","initial",5
"PH01","PH01","initial",5
"PH01","PH01","initial",5
"PH01","PH01","initial",5
"PH01","PH01","initial",5
"PH02","PH02","initial",4
"PH02","PH02","initial",4
"PH02","PH02","initial",4
"PH02","PH02","initial",4
"PH03","PH03","initial",1
"PH03","PH03","initial",1
"PH03","PH03","initial",1
"PH03","PH03","initial",1
"PH04","PH04","initial",5
"PH04","PH04","initial",5
"PH04","PH04","initial",5
"PH04","PH04","initial",5
"PH05","PH05","initial",5
"PH05","PH05","initial",5
"PH05","PH05","initial",5
"PH05","PH05","initial",5
"PH06","PH06","initial",5
"PH06","PH06","initial",5
"PH06","PH06","initial",5
"PH06","PH06","initial",5
"PH07","PH07","initial",2
"PH07","PH07","initial",2
"PH07","PH07","initial",2
"PH07","PH07","initial",2
"PH08","PH08","initial",4
"PH08","PH08","initial",4
"PH08","PH08","initial",4
"PH08","PH08","initial",4
"PH09","PH09","initial",2
"PH09","PH09","initial",2
"PH09","PH09","initial",2
"PH09","PH09","initial",2
"PH10","PH10","initial",2
"PH10","PH10","initial",2
"PH10","PH10","initial",2
"PH10","PH10","initial",2
"PH11","PH11","initial",2
"PH11","PH11","initial",2
"PH11","PH11","initial",2
"PH11","PH11","initial",2
"PH12","PH12","initial",2
"PH12","PH12","initial",2
"PH12","PH12","initial",2
"PH12","PH12","initial",2
"PH13","PH13","initial",1
"PH13","PH13","initial",1
"PH13","PH13","initial",1
"PH13","PH13","initial",1
"PH14","PH14","initial",2
"PH14","PH14","initial",2
"PH14","PH14","initial",2
"PH14","PH14","initial",2
"PH15","PH15","initial",1
"PH15","PH15","initial",1
"PH15","PH15","initial",1
"PH15","PH15","initial",1
"PH17","PH17","initial",2
"PH17","PH17","initial",2
"PH17","PH17","initial",2
"PH17","PH17","initial",2
"PH18","PH18","initial",4
"PH18","PH18","initial",4
"PH18","PH18","initial",4
"PH18","PH18","initial",4
"PH19","PH19","initial",6
"PH19","PH19","initial",6
"PH19","PH19","initial",6
"PH19","PH19","initial",6
"PH20","PH20","initial",6
"PH20","PH20","initial",6
"PH20","PH20","initial",6
"PH20","PH20","initial",6
"PH21","PH21","initial",2
"PH21","PH21","initial",2
"PH21","PH21","initial",2
"PH21","PH21","initial",2
"PH22","PH22","initial",6
"PH22","PH22","initial",6
"PH22","PH22","initial",6
"PH22","PH22","initial",6
"PH24","PH24","initial",6
"PH24","PH24","initial",6
"PH24","PH24","initial",6
"PH24","PH24","initial",6
"RDM01","RDM01","initial",6
"RDM01","RDM01","initial",6
"RDM01","RDM01","initial",6
"RDM01","RDM01","initial",6
"SAC02","SAC02","initial",4
"SAC02","SAC02","initial",4
"SAC02","SAC02","initial",4
"SAC02","SAC02","initial",4
"SAC03","SAC03","initial",2
"SAC03","SAC03","initial",2
"SAC03","SAC03","initial",2
"SAC03","SAC03","initial",2
"SAC04","SAC04","initial",1
"SAC04","SAC04","initial",1
"SAC04","SAC04","initial",1
"SAC04","SAC04","initial",1
"SAC05","SAC05","initial",2
"SAC05","SAC05","initial",2
"SAC05","SAC05","initial",2
"SAC05","SAC05","initial",2
"SAC06","SAC06","initial",2
"SAC06","SAC06","initial",2
"SAC06","SAC06","initial",2
"SAC06","SAC06","initial",2
"SAC07","SAC07","initial",2
"SAC07","SAC07","initial",2
"SAC07","SAC07","initial",2
"SAC07","SAC07","initial",2
"SAC08","SAC08","initial",1
"SAC08","SAC08","initial",1
"SAC08","SAC08","initial",1
"SAC08","SAC08","initial",1
"SAC10","SAC10","initial",4
"SAC10","SAC10","initial",4
"SAC10","SAC10","initial",4
"SAC10","SAC10","initial",4
"SAC11","SAC11","initial",4
"SAC11","SAC11","initial",4
"SAC11","SAC11","initial",4
"SAC11","SAC11","initial",4
"SAC12","SAC12","initial",2
"SAC12","SAC12","initial",2
"SAC12","SAC12","initial",2
"SAC12","SAC12","initial",2
"SAC13","SAC13","initial",2
"SAC13","SAC13","initial",2
"SAC13","SAC13","initial",2
"SAC13","SAC13","initial",2
"SAC14","SAC14","initial",5
"SAC14","SAC14","initial",5
"SAC14","SAC14","initial",5
"SAC14","SAC14","initial",5
"SAC15","SAC15","initial",2
"SAC15","SAC15","initial",2
"SAC15","SAC15","initial",2
"SAC15","SAC15","initial",2
"SAC16","SAC16","initial",2
"SAC16","SAC16","initial",2
"SAC16","SAC16","initial",2
"SAC16","SAC16","initial",2
"WEL01","WEL01","initial",2
"WEL01","WEL01","initial",2
"WEL01","WEL01","initial",2
"WEL01","WEL01","initial",2
"WEL02","WEL02","initial",2
"WEL02","WEL02","initial",2
"WEL02","WEL02","initial",2
"WEL02","WEL02","initial",2
"WEL03","WEL03","initial",4
"WEL03","WEL03","initial",4
"WEL03","WEL03","initial",4
"WEL03","WEL03","initial",4
"WEL04","WEL04","initial",2
"WEL04","WEL04","initial",2
"WEL04","WEL04","initial",2
"WEL04","WEL04","initial",2
"WEL05","WEL05","initial",2
"WEL05","WEL05","initial",2
"WEL05","WEL05","initial",2
"WEL05","WEL05","initial",2
"WEL06","WEL06","initial",4
"WEL06","WEL06","initial",4
"WEL06","WEL06","initial",4
"WEL06","WEL06","initial",4
"WEL07","WEL07","initial",2
"WEL07","WEL07","initial",2
"WEL07","WEL07","initial",2
"WEL07","WEL07","initial",2
"WEL08","WEL08","initial",2
"WEL08","WEL08","initial",2
"WEL08","WEL08","initial",2
"WEL08","WEL08","initial",2
"WEL09","WEL09","initial",6
"WEL09","WEL09","initial",6
"WEL09","WEL09","initial",6
"WEL09","WEL09","initial",6
"WEL10","WEL10","initial",6
"WEL10","WEL10","initial",6
"WEL10","WEL10","initial",6
"WEL10","WEL10","initial",6
"WEL11","WEL11","initial",6
"WEL11","WEL11","initial",6
"WEL11","WEL11","initial",6
"WEL11","WEL11","initial",6
"WEL12","WEL12","initial",6
"WEL12","WEL12","initial",6
"WEL12","WEL12","initial",6
"WEL12","WEL12","initial",6
"WEL13","WEL13","initial",2
"WEL13","WEL13","initial",2
"WEL13","WEL13","initial",2
"WEL13","WEL13","initial",2
"WEL14","WEL14","initial",2
"WEL14","WEL14","initial",2
"WEL14","WEL14","initial",2
"WEL14","WEL14","initial",2
"WEL15","WEL15","initial",6
"WEL15","WEL15","initial",6
"WEL15","WEL15","initial",6
"WEL15","WEL15","initial",6
"WEL16","WEL16","initial",6
"WEL16","WEL16","initial",6
"WEL16","WEL16","initial",6
"WEL16","WEL16","initial",6
"WEL17","WEL17","initial",2
"WEL17","WEL17","initial",2
"WEL17","WEL17","initial",2
"WEL17","WEL17","initial",2
"WEL18","WEL18","initial",2
"WEL18","WEL18","initial",2
"WEL18","WEL18","initial",2
"WEL18","WEL18","initial",2
"WEL20","WEL20","initial",2
"WEL20","WEL20","initial",2
"WEL20","WEL20","initial",2
"WEL20","WEL20","initial",2
"WEL22","WEL22","initial",6
"WEL22","WEL22","initial",6
"WEL22","WEL22","initial",6
"WEL22","WEL22","initial",6
"WEL23","WEL23","initial",2
"WEL23","WEL23","initial",2
"WEL23","WEL23","initial",2
"WEL23","WEL23","initial",2
"WEL24","WEL24","initial",6
"WEL24","WEL24","initial",6
"WEL24","WEL24","initial",6
"WEL24","WEL24","initial",6
"WEL25","WEL25","initial",2
"WEL25","WEL25","initial",2
"WEL25","WEL25","initial",2
"WEL25","WEL25","initial",2
"WEL26","WEL26","initial",5
"WEL26","WEL26","initial",5
"WEL26","WEL26","initial",5
"WEL26","WEL26","initial",5
"WF01","WF01","initial",1
"WF01","WF01","initial",1
"WF01","WF01","initial",1
"WF01","WF01","initial",1
"WF02","WF02","initial",5
"WF02","WF02","initial",5
"WF02","WF02","initial",5
"WF02","WF02","initial",5
"WF04","WF04","initial",5
"WF04","WF04","initial",5
"WF04","WF04","initial",5
"WF04","WF04","initial",5
"WF05","WF05","initial",1
"WF05","WF05","initial",1
"WF05","WF05","initial",1
"WF05","WF05","initial",1
"WF06","WF06","initial",5
"WF06","WF06","initial",5
"WF06","WF06","initial",5
"WF06","WF06","initial",5
"WF07","WF07","initial",5
"WF07","WF07","initial",5
"WF07","WF07","initial",5
"WF07","WF07","initial",5
"WiW01","WiW01","initial",5
"WiW01","WiW01","initial",5
"WiW01","WiW01","initial",5
"WiW01","WiW01","initial",5
"WiW02","WiW02","initial",5
"WiW02","WiW02","initial",5
"WiW02","WiW02","initial",5
"WiW02","WiW02","initial",5
"WiW03","WiW03","initial",5
"WiW03","WiW03","initial",5
"WiW03","WiW03","initial",5
"WiW03","WiW03","initial",5
"WiW04","WiW04","initial",1
"WiW04","WiW04","initial",1
"WiW04","WiW04","initial",1
"WiW04","WiW04","initial",1
"WiW05","WiW05","initial",1
"WiW05","WiW05","initial",1
"WiW05","WiW05","initial",1
"WiW05","WiW05","initial",1
"WiW06","WiW06","initial",1
"WiW06","WiW06","initial",1
"WiW06","WiW06","initial",1
"WiW06","WiW06","initial",1
"WiW07","WiW07","initial",4
"WiW07","WiW07","initial",4
"WiW07","WiW07","initial",4
"WiW07","WiW07","initial",4
"WiW08","WiW08","initial",5
"WiW08","WiW08","initial",5
"WiW08","WiW08","initial",5
"WiW08","WiW08","initial",5
"WiW09","WiW09","initial",1
"WiW09","WiW09","initial",1
"WiW09","WiW09","initial",1
"WiW10","WiW10","initial",5
"WiW10","WiW10","initial",5
"WiW10","WiW10","initial",5
"WiW10","WiW10","initial",5
"WiW11","WiW11","initial",5
"WiW11","WiW11","initial",5
"WiW11","WiW11","initial",5
"WiW11","WiW11","initial",5
"WiW12","WiW12","initial",5
"WiW12","WiW12","initial",5
"WiW12","WiW12","initial",5
"WiW13","WiW13","initial",6
"WiW13","WiW13","initial",6
"WiW13","WiW13","initial",6
"WiW13","WiW13","initial",6
"WiW14","WiW14","initial",6
"WiW14","WiW14","initial",6
"WiW14","WiW14","initial",6
"WiW14","WiW14","initial",6
"WiW15","WiW15","initial",5
"WiW15","WiW15","initial",5
"WiW15","WiW15","initial",5
"WiW15","WiW15","initial",5
"WiW16","WiW16","initial",6
"WiW16","WiW16","initial",6
"WiW16","WiW16","initial",6
"WiW16","WiW16","initial",6
"WiW17","WiW17","initial",1
"WiW17","WiW17","initial",1
"WiW17","WiW17","initial",1
"WiW17","WiW17","initial",1
"WiW18","WiW18","initial",1
"WiW18","WiW18","initial",1
"WiW18","WiW18","initial",1
"WiW18","WiW18","initial",1
"WiW19","WiW19","initial",1
"WiW19","WiW19","initial",1
"WiW19","WiW19","initial",1
"WiW19","WiW19","initial",1
"WiW20","WiW20","initial",1
"WiW20","WiW20","initial",1
"WiW20","WiW20","initial",1
"WiW20","WiW20","initial",1
"WiW21","WiW21","initial",1
"WiW21","WiW21","initial",1
"WiW21","WiW21","initial",1
"WiW21","WiW21","initial",1
"WiW22","WiW22","initial",1
"WiW22","WiW22","initial",1
"WiW22","WiW22","initial",1
"WiW23","WiW23","initial",1
"WiW23","WiW23","initial",1
"WiW23","WiW23","initial",1
"WiW23","WiW23","initial",1
"WiW24","WiW24","initial",1
"WiW24","WiW24","initial",1
"WiW24","WiW24","initial",1
"WiW24","WiW24","initial",1
"WiW25","WiW25","initial",1
"WiW25","WiW25","initial",1
"WiW25","WiW25","initial",1
"WiW25","WiW25","initial",1
"WiW26","WiW26","initial",1
"WiW26","WiW26","initial",1
"WiW26","WiW26","initial",1
"WiW26","WiW26","initial",1
"WiW27","WiW27","initial",5
"WiW27","WiW27","initial",5
"WiW27","WiW27","initial",5
"WiW27","WiW27","initial",5
"WiW28","WiW28","initial",1
"WiW28","WiW28","initial",1
"WiW28","WiW28","initial",1
"WiW28","WiW28","initial",1
"WiW29","WiW29","initial",5
"WiW29","WiW29","initial",5
"WiW29","WiW29","initial",5
"WiW29","WiW29","initial",5
"WiW30","WiW30","initial",1
"WiW30","WiW30","initial",1
"WiW30","WiW30","initial",1
"WiW30","WiW30","initial",1
"WiW31","WiW31","initial",1
"WiW31","WiW31","initial",1
"WiW31","WiW31","initial",1
"WiW31","WiW31","initial",1
"WiW32","WiW32","initial",1
"WiW32","WiW32","initial",1
"WiW32","WiW32","initial",1
"WiW32","WiW32","initial",1
"WiW33","WiW33","initial",1
"WiW33","WiW33","initial",1
"WiW33","WiW33","initial",1
"WiW33","WiW33","initial",1
"WiW34","WiW34","initial",1
"WiW34","WiW34","initial",1
"WiW34","WiW34","initial",1
"WiW34","WiW34","initial",1
"WiW36","WiW36","initial",1
"WiW36","WiW36","initial",1
"WiW36","WiW36","initial",1
"WiW36","WiW36","initial",1
"WiW37","WiW37","initial",5
"WiW37","WiW37","initial",5
"WiW37","WiW37","initial",5
"WiW37","WiW37","initial",5
"WiW38","WiW38","initial",5
"WiW38","WiW38","initial",5
"WiW38","WiW38","initial",5
"WiW38","WiW38","initial",5
"WiW40","WiW40","initial",5
"WiW40","WiW40","initial",5
"WiW40","WiW40","initial",5
"WiW40","WiW40","initial",5
"WiW41","WiW41","initial",6
"WiW41","WiW41","initial",6
"WiW41","WiW41","initial",6
"WiW41","WiW41","initial",6
"WiW43","WiW43","initial",5
"WiW43","WiW43","initial",5
"WiW43","WiW43","initial",5
"WiW43","WiW43","initial",5
"WiW44","WiW44","initial",5
"WiW44","WiW44","initial",5
"WiW44","WiW44","initial",5
"WiW44","WiW44","initial",5
"WiW45","WiW45","initial",5
"WiW45","WiW45","initial",5
"WiW45","WiW45","initial",5
"WiW45","WiW45","initial",5
"WiW46","WiW46","initial",5
"WiW46","WiW46","initial",5
"WiW46","WiW46","initial",5
"WiW46","WiW46","initial",5
"WiW47","WiW47","initial",1
"WiW47","WiW47","initial",1
"WiW47","WiW47","initial",1
"WiW47","WiW47","initial",1
"WiW48","WiW48","initial",5
"WiW48","WiW48","initial",5
"WiW48","WiW48","initial",5
"WiW48","WiW48","initial",5
"WiW49","WiW49","initial",4
"WiW49","WiW49","initial",4
"WiW49","WiW49","initial",4
"WiW49","WiW49","initial",4
"WiW50","WiW50","initial",1
"WiW50","WiW50","initial",1
"WiW50","WiW50","initial",1
"WiW50","WiW50","initial",1
"WiW51","WiW51","initial",1
