"sampleid","parent","timepoint","cluster"
"PH22.3","PH22","final",3
"PH22.4","PH22","final",4
"PH24.1","PH24","final",4
"PH24.2","PH24","final",3
"PH24.3","PH24","final",3
"PH24.4","PH24","final",3
"RDM01.1","RDM01","final",3
"RDM01.2","RDM01","final",1
"RDM01.3","RDM01","final",1
"RDM01.4","RDM01","final",1
"SAC02.1","SAC02","final",1
"SAC02.2","SAC02","final",3
"SAC02.3","SAC02","final",3
"SAC02.4","SAC02","final",2
"SAC03.1","SAC03","final",4
"SAC03.2","SAC03","final",5
"SAC03.3","SAC03","final",1
"SAC03.4","SAC03","final",2
"SAC04.1","SAC04","final",4
"SAC04.2","SAC04","final",4
"SAC04.3","SAC04","final",4
"SAC04.4","SAC04","final",1
"SAC05.1","SAC05","final",4
"SAC05.2","SAC05","final",4
"SAC05.3","SAC05","final",4
"SAC05.4","SAC05","final",5
"SAC06.1","SAC06","final",4
"SAC06.2","SAC06","final",4
"SAC06.3","SAC06","final",3
"SAC06.4","SAC06","final",1
"SAC07.1","SAC07","final",4
"SAC07.2","SAC07","final",3
"SAC07.3","SAC07","final",3
"SAC07.4","SAC07","final",2
"SAC08.1","SAC08","final",1
"SAC08.2","SAC08","final",3
"SAC08.3","SAC08","final",4
"SAC08.4","SAC08","final",5
"SAC10.1","SAC10","final",3
"SAC10.2","SAC10","final",3
"SAC10.3","SAC10","final",3
"SAC10.4","SAC10","final",4
"SAC11.1","SAC11","final",4
"SAC11.2","SAC11","final",1
"SAC11.3","SAC11","final",3
"SAC11.4","SAC11","final",4
"SAC12.1","SAC12","final",3
"SAC12.2","SAC12","final",3
"SAC12.3","SAC12","final",4
"SAC12.4","SAC12","final",4
"SAC13.1","SAC13","final",4
"SAC13.2","SAC13","final",4
"SAC13.3","SAC13","final",3
"SAC13.4","SAC13","final",4
"SAC14.1","SAC14","final",4
"SAC14.2","SAC14","final",4
"SAC14.3","SAC14","final",4
"SAC14.4","SAC14","final",1
"SAC15.1","SAC15","final",4
"SAC15.2","SAC15","final",4
"SAC15.3","SAC15","final",4
"SAC15.4","SAC15","final",4
"SAC16.1","SAC16","final",4
"SAC16.2","SAC16","final",4
"SAC16.3","SAC16","final",3
"SAC16.4","SAC16","final",4
"WEL01.1","WEL01","final",4
"WEL01.2","WEL01","final",3
"WEL01.3","WEL01","final",4
"WEL01.4","WEL01","final",3
"WEL02.1","WEL02","final",3
"WEL02.2","WEL02","final",3
"WEL02.3","WEL02","final",4
"WEL02.4","WEL02","final",4
"WEL03.1","WEL03","final",3
"WEL03.2","WEL03","final",3
"WEL03.3","WEL03","final",3
"WEL03.4","WEL03","final",3
"WEL04.1","WEL04","final",1
"WEL04.2","WEL04","final",4
"WEL04.3","WEL04","final",3
"WEL04.4","WEL04","final",4
"WEL05.1","WEL05","final",4
"WEL05.2","WEL05","final",4
"WEL05.3","WEL05","final",4
"WEL05.4","WEL05","final",3
"WEL06.1","WEL06","final",4
"WEL06.2","WEL06","final",4
"WEL06.3","WEL06","final",4
"WEL06.4","WEL06","final",4
"WEL07.1","WEL07","final",4
"WEL07.2","WEL07","final",4
"WEL07.3","WEL07","final",4
"WEL07.4","WEL07","final",4
"WEL08.1","WEL08","final",4
"WEL08.2","WEL08","final",4
"WEL08.3","WEL08","final",3
"WEL08.4","WEL08","final",3
"WEL09.1","WEL09","final",4
"WEL09.2","WEL09","final",4
"WEL09.3","WEL09","final",4
"WEL09.4","WEL09","final",4
"WEL10.1","WEL10","final",5
"WEL10.2","WEL10","final",3
"WEL10.3","WEL10","final",4
"WEL10.4","WEL10","final",4
"WEL11.1","WEL11","final",5
"WEL11.2","WEL11","final",3
"WEL11.3","WEL11","final",4
"WEL11.4","WEL11","final",4
"WEL12.1","WEL12","final",4
"WEL12.2","WEL12","final",4
"WEL12.3","WEL12","final",4
"WEL12.4","WEL12","final",4
"WEL13.1","WEL13","final",5
"WEL13.2","WEL13","final",3
"WEL13.3","WEL13","final",4
"WEL13.4","WEL13","final",4
"WEL14.1","WEL14","final",4
"WEL14.2","WEL14","final",4
"WEL14.3","WEL14","final",4
"WEL14.4","WEL14","final",3
"WEL15.1","WEL15","final",4
"WEL15.2","WEL15","final",4
"WEL15.3","WEL15","final",1
"WEL15.4","WEL15","final",3
"WEL16.1","WEL16","final",5
"WEL16.2","WEL16","final",3
"WEL16.3","WEL16","final",4
"WEL16.4","WEL16","final",4
"WEL17.1","WEL17","final",4
"WEL17.2","WEL17","final",4
"WEL17.3","WEL17","final",4
"WEL17.4","WEL17","final",3
"WEL18.1","WEL18","final",3
"WEL18.2","WEL18","final",3
"WEL18.3","WEL18","final",3
"WEL18.4","WEL18","final",3
"WEL20.1","WEL20","final",5
"WEL20.2","WEL20","final",4
"WEL20.3","WEL20","final",4
"WEL20.4","WEL20","final",3
"WEL22.1","WEL22","final",4
"WEL22.2","WEL22","final",4
"WEL22.3","WEL22","final",3
"WEL22.4","WEL22","final",4
"WEL23.1","WEL23","final",4
"WEL23.2","WEL23","final",1
"WEL23.3","WEL23","final",4
"WEL23.4","WEL23","final",4
"WEL24.1","WEL24","final",3
"WEL24.2","WEL24","final",3
"WEL24.3","WEL24","final",5
"WEL24.4","WEL24","final",4
"WEL25.1","WEL25","final",3
"WEL25.2","WEL25","final",5
"WEL25.3","WEL25","final",3
"WEL25.4","WEL25","final",5
"WEL26.1","WEL26","final",1
"WEL26.2","WEL26","final",3
"WEL26.3","WEL26","final",5
"WEL26.4","WEL26","final",3
"WF01.1","WF01","final",2
"WF01.2","WF01","final",1
"WF01.3","WF01","final",2
"WF01.4","WF01","final",2
"WF02.1","WF02","final",1
"WF02.2","WF02","final",2
"WF02.3","WF02","final",1
"WF02.4","WF02","final",1
"WF04.1","WF04","final",1
"WF04.2","WF04","final",1
"WF04.3","WF04","final",1
"WF04.4","WF04","final",2
"WF05.1","WF05","final",2
"WF05.2","WF05","final",2
"WF05.3","WF05","final",1
"WF05.4","WF05","final",2
"WF06.1","WF06","final",2
"WF06.2","WF06","final",1
"WF06.3","WF06","final",2
"WF06.4","WF06","final",2
"WF07.1","WF07","final",1
"WF07.2","WF07","final",2
"WF07.3","WF07","final",1
"WF07.4","WF07","final",2
"WiW01.1","WiW01","final",1
"WiW01.2","WiW01","final",2
"WiW01.3","WiW01","final",2
"WiW01.4","WiW01","final",2
"WiW02.1","WiW02","final",1
"WiW02.2","WiW02","final",1
"WiW02.3","WiW02","final",1
"WiW02.4","WiW02","final",1
"WiW03.1","WiW03","final",1
"WiW03.2","WiW03","final",1
"WiW03.3","WiW03","final",1
"WiW03.4","WiW03","final",1
"WiW04.1","WiW04","final",1
"WiW04.2","WiW04","final",1
"WiW04.3","WiW04","final",1
"WiW04.4","WiW04","final",1
"WiW05.1","WiW05","final",1
"WiW05.2","WiW05","final",1
"WiW05.3","WiW05","final",1
"WiW05.4","WiW05","final",2
"WiW06.1","WiW06","final",1
"WiW06.2","WiW06","final",1
"WiW06.3","WiW06","final",1
"WiW06.4","WiW06","final",2
"WiW07.1","WiW07","final",3
"WiW07.2","WiW07","final",2
"WiW07.3","WiW07","final",2
"WiW07.4","WiW07","final",1
"WiW08.1","WiW08","final",2
"WiW08.2","WiW08","final",2
"WiW08.3","WiW08","final",2
"WiW08.4","WiW08","final",1
"WiW09.1","WiW09","final",2
"WiW09.2","WiW09","final",2
"WiW09.3","WiW09","final",2
"WiW10.1","WiW10","final",1
"WiW10.2","WiW10","final",1
"WiW10.3","WiW10","final",1
"WiW10.4","WiW10","final",1
"WiW11.1","WiW11","final",1
"WiW11.2","WiW11","final",1
"WiW11.3","WiW11","final",1
"WiW11.4","WiW11","final",5
"WiW12.2","WiW12","final",1
"WiW12.3","WiW12","final",1
"WiW12.4","WiW12","final",5
"WiW13.1","WiW13","final",1
"WiW13.2","WiW13","final",1
"WiW13.3","WiW13","final",1
"WiW13.4","WiW13","final",2
"WiW14.1","WiW14","final",2
"WiW14.2","WiW14","final",2
"WiW14.3","WiW14","final",1
"WiW14.4","WiW14","final",3
"WiW15.1","WiW15","final",1
"WiW15.2","WiW15","final",1
"WiW15.3","WiW15","final",1
"WiW15.4","WiW15","final",3
"WiW16.1","WiW16","final",1
"WiW16.2","WiW16","final",1
"WiW16.3","WiW16","final",1
"WiW16.4","WiW16","final",3
"WiW17.1","WiW17","final",2
"WiW17.2","WiW17","final",2
"WiW17.3","WiW17","final",2
"WiW17.4","WiW17","final",3
"WiW18.1","WiW18","final",1
"WiW18.2","WiW18","final",2
"WiW18.3","WiW18","final",1
"WiW18.4","WiW18","final",3
"WiW19.1","WiW19","final",1
"WiW19.2","WiW19","final",1
"WiW19.3","WiW19","final",1
"WiW19.4","WiW19","final",4
"WiW20.1","WiW20","final",2
"WiW20.2","WiW20","final",2
"WiW20.3","WiW20","final",2
"WiW20.4","WiW20","final",4
"WiW21.1","WiW21","final",2
"WiW21.2","WiW21","final",2
"WiW21.3","WiW21","final",2
"WiW21.4","WiW21","final",4
"WiW22.2","WiW22","final",1
"WiW22.3","WiW22","final",1
"WiW22.4","WiW22","final",4
"WiW23.1","WiW23","final",2
"WiW23.2","WiW23","final",2
"WiW23.3","WiW23","final",2
"WiW23.4","WiW23","final",3
"WiW24.1","WiW24","final",1
"WiW24.2","WiW24","final",2
"WiW24.3","WiW24","final",2
"WiW24.4","WiW24","final",4
"WiW25.1","WiW25","final",1
"WiW25.2","WiW25","final",2
"WiW25.3","WiW25","final",2
"WiW25.4","WiW25","final",3
"WiW26.1","WiW26","final",2
"WiW26.2","WiW26","final",2
"WiW26.3","WiW26","final",2
"WiW26.4","WiW26","final",1
"WiW27.1","WiW27","final",2
"WiW27.2","WiW27","final",2
"WiW27.3","WiW27","final",2
"WiW27.4","WiW27","final",4
"WiW28.1","WiW28","final",2
"WiW28.2","WiW28","final",2
"WiW28.3","WiW28","final",2
"WiW28.4","WiW28","final",5
"WiW29.1","WiW29","final",1
"WiW29.2","WiW29","final",1
"WiW29.3","WiW29","final",1
"WiW29.4","WiW29","final",3
"WiW30.1","WiW30","final",1
"WiW30.2","WiW30","final",1
"WiW30.3","WiW30","final",1
"WiW30.4","WiW30","final",4
"WiW31.1","WiW31","final",1
"WiW31.2","WiW31","final",1
"WiW31.3","WiW31","final",1
"WiW31.4","WiW31","final",1
"WiW32.1","WiW32","final",1
"WiW32.2","WiW32","final",2
"WiW32.3","WiW32","final",2
"WiW32.4","WiW32","final",3
"WiW33.1","WiW33","final",1
"WiW33.2","WiW33","final",1
"WiW33.3","WiW33","final",1
"WiW33.4","WiW33","final",2
"WiW34.1","WiW34","final",2
"WiW34.2","WiW34","final",1
"WiW34.3","WiW34","final",1
"WiW34.4","WiW34","final",1
"WiW36.1","WiW36","final",1
"WiW36.2","WiW36","final",1
"WiW36.3","WiW36","final",1
"WiW36.4","WiW36","final",1
"WiW37.1","WiW37","final",1
"WiW37.2","WiW37","final",1
"WiW37.3","WiW37","final",1
"WiW37.4","WiW37","final",1
"WiW38.1","WiW38","final",1
"WiW38.2","WiW38","final",1
"WiW38.3","WiW38","final",1
"WiW38.4","WiW38","final",1
"WiW40.1","WiW40","final",2
"WiW40.2","WiW40","final",2
"WiW40.3","WiW40","final",2
"WiW40.4","WiW40","final",2
"WiW41.1","WiW41","final",1
"WiW41.2","WiW41","final",1
"WiW41.3","WiW41","final",5
"WiW41.4","WiW41","final",2
"WiW43.1","WiW43","final",1
"WiW43.2","WiW43","final",1
"WiW43.3","WiW43","final",1
"WiW43.4","WiW43","final",1
"WiW44.1","WiW44","final",1
"WiW44.2","WiW44","final",1
"WiW44.3","WiW44","final",1
"WiW44.4","WiW44","final",1
"WiW45.1","WiW45","final",1
"WiW45.2","WiW45","final",1
"WiW45.3","WiW45","final",1
"WiW45.4","WiW45","final",1
"WiW46.1","WiW46","final",1
"WiW46.2","WiW46","final",1
"WiW46.3","WiW46","final",1
"WiW46.4","WiW46","final",1
"WiW47.1","WiW47","final",2
"WiW47.2","WiW47","final",2
"WiW47.3","WiW47","final",4
"WiW47.4","WiW47","final",1
"WiW48.1","WiW48","final",1
"WiW48.2","WiW48","final",1
"WiW48.3","WiW48","final",2
"WiW48.4","WiW48","final",1
"WiW49.1","WiW49","final",1
"WiW49.2","WiW49","final",1
"WiW49.3","WiW49","final",1
"WiW49.4","WiW49","final",2
"WiW50.1","WiW50","final",2
"WiW50.2","WiW50","final",2
"WiW50.3","WiW50","final",1
"WiW50.4","WiW50","final",2
"WiW51.1","WiW51","final",2
"WiW51.2","WiW51","final",2
"WiW51.3","WiW51","final",1
"WiW51.4","WiW51","final",1
"WiW52.1","WiW52","final",1
"WiW52.2","WiW52","final",1
"WiW52.3","WiW52","final",1
"WiW52.4","WiW52","final",2
"WiW53.1","WiW53","final",5
"WiW53.2","WiW53","final",2
"WiW53.3","WiW53","final",1
"WiW53.4","WiW53","final",2
"WiW54.1","WiW54","final",1
"WiW54.2","WiW54","final",1
"WiW54.3","WiW54","final",1
"WiW54.4","WiW54","final",1
"WiW55.1","WiW55","final",2
"WiW55.2","WiW55","final",2
"WiW55.3","WiW55","final",2
"WiW55.4","WiW55","final",2
"WiW56.1","WiW56","final",5
"WiW56.2","WiW56","final",5
"WiW56.3","WiW56","final",1
"WiW56.4","WiW56","final",2
"WiW57.1","WiW57","final",2
"WiW57.2","WiW57","final",2
"WiW57.3","WiW57","final",2
"WiW57.4","WiW57","final",2
"WP01.1","WP01","final",1
"WP01.2","WP01","final",2
"WP01.3","WP01","final",1
"WP01.4","WP01","final",1
"WP02.1","WP02","final",1
"WP02.2","WP02","final",1
"WP02.3","WP02","final",1
"WP02.4","WP02","final",1
"WP03.1","WP03","final",1
"WP03.2","WP03","final",1
"WP03.3","WP03","final",1
"WP03.4","WP03","final",2
"WP04.1","WP04","final",1
"WP04.2","WP04","final",1
"WP04.3","WP04","final",2
"WP04.4","WP04","final",1
"WP05.1","WP05","final",1
"WP05.2","WP05","final",2
"WP05.3","WP05","final",2
"WP05.4","WP05","final",1
"WP06.1","WP06","final",2
"WP06.2","WP06","final",2
"WP06.3","WP06","final",2
"WP06.4","WP06","final",1
"WP09.1","WP09","final",1
"WP09.2","WP09","final",1
"WP09.3","WP09","final",1
"WP09.4","WP09","final",1
"WP10.1","WP10","final",1
"WP10.2","WP10","final",2
"WP10.3","WP10","final",1
"WP10.4","WP10","final",1
"WP11.1","WP11","final",5
"WP11.2","WP11","final",5
"WP11.3","WP11","final",5
"WP11.4","WP11","final",1
"WP12.1","WP12","final",3
"WP12.2","WP12","final",5
"WP12.3","WP12","final",4
"WP12.4","WP12","final",1
"WP13.1","WP13","final",4
"WP13.2","WP13","final",3
"WP13.3","WP13","final",4
"WP13.4","WP13","final",1
"WP14.1","WP14","final",1
"WP14.2","WP14","final",3
"WP14.3","WP14","final",3
"WP14.4","WP14","final",1
"WP15.1","WP15","final",4
"WP15.2","WP15","final",4
"WP15.3","WP15","final",2
"WP15.4","WP15","final",2
"WP16.1","WP16","final",4
"WP16.2","WP16","final",4
"WP16.3","WP16","final",3
"WP16.4","WP16","final",1
"WYC15.1","WYC15","final",1
"WYC15.2","WYC15","final",1
"WYC15.3","WYC15","final",1
"WYC15.4","WYC15","final",2
"WYC41.1","WYC41","final",2
"WYC41.2","WYC41","final",2
"WYC41.3","WYC41","final",2
"WYC41.4","WYC41","final",2
"WYC42.1","WYC42","final",1
"WYC42.2","WYC42","final",1
"WYC42.3","WYC42","final",1
"WYC42.4","WYC42","final",1
"WYD06.1","WYD06","final",1
"WYD06.2","WYD06","final",1
"WYD06.3","WYD06","final",1
"WYD06.4","WYD06","final",1
"WYD09.1","WYD09","final",1
"WYD09.2","WYD09","final",1
"WYD09.3","WYD09","final",1
"WYD09.4","WYD09","final",1
"WYM02.1","WYM02","final",1
"WYM02.2","WYM02","final",1
"WYM02.3","WYM02","final",1
"WYM02.4","WYM02","final",1
"WYM21.1","WYM21","final",1
"WYM21.2","WYM21","final",1
"WYM21.3","WYM21","final",1
"WYM21.4","WYM21","final",1
"WYM25.1","WYM25","final",1
"WYM25.2","WYM25","final",1
"WYM25.3","WYM25","final",1
"WYM25.4","WYM25","final",1
"WYM27.1","WYM27","final",1
"WYM27.2","WYM27","final",1
"WYM27.3","WYM27","final",1
"WYM27.4","WYM27","final",1
"WYM29.1","WYM29","final",1
"WYM29.2","WYM29","final",1
"WYM29.3","WYM29","final",1
"WYM29.4","WYM29","final",1
"WYM33.1","WYM33","final",1
"WYM33.2","WYM33","final",1
"WYM33.3","WYM33","final",1
"WYM33.4","WYM33","final",1
"WYM39.1","WYM39","final",1
"WYM39.2","WYM39","final",1
"WYM39.3","WYM39","final",1
"WYM39.4","WYM39","final",1
"WYT01.1","WYT01","final",2
"WYT01.2","WYT01","final",2
"WYT01.3","WYT01","final",2
"WYT01.4","WYT01","final",1
"WYT02.1","WYT02","final",2
"WYT02.2","WYT02","final",2
"WYT02.3","WYT02","final",2
"WYT02.4","WYT02","final",2
"WYT03.1","WYT03","final",2
"WYT03.2","WYT03","final",2
"WYT03.3","WYT03","final",2
"WYT03.4","WYT03","final",2
"WYT04.1","WYT04","final",1
"WYT04.2","WYT04","final",1
"WYT04.3","WYT04","final",1
"WYT04.4","WYT04","final",2
"WYT05.1","WYT05","final",2
"WYT05.2","WYT05","final",1
"WYT05.3","WYT05","final",1
"WYT05.4","WYT05","final",2
"WYT06.1","WYT06","final",2
"WYT06.2","WYT06","final",1
"WYT06.3","WYT06","final",2
"WYT06.4","WYT06","final",2
"WYT07.1","WYT07","final",2
"WYT07.2","WYT07","final",2
"WYT07.3","WYT07","final",1
"WYT07.4","WYT07","final",2
"WYT08.1","WYT08","final",1
"WYT08.2","WYT08","final",2
"WYT08.3","WYT08","final",1
"WYT08.4","WYT08","final",2
"WYT09.1","WYT09","final",2
"WYT09.2","WYT09","final",2
"WYT09.3","WYT09","final",2
"WYT09.4","WYT09","final",2
"WYT10.1","WYT10","final",2
"WYT10.2","WYT10","final",2
"WYT10.3","WYT10","final",1
"WYT10.4","WYT10","final",1
"WYT116.1","WYT116","final",2
"WYT116.2","WYT116","final",2
"WYT116.3","WYT116","final",1
"WYT116.4","WYT116","final",1
"WYT13.1","WYT13","final",2
"WYT13.2","WYT13","final",1
"WYT13.3","WYT13","final",1
"WYT13.4","WYT13","final",2
"WYT14.1","WYT14","final",2
"WYT14.2","WYT14","final",2
"WYT14.3","WYT14","final",2
"WYT14.4","WYT14","final",2
"WYT15.1","WYT15","final",2
"WYT15.2","WYT15","final",1
"WYT15.3","WYT15","final",1
"WYT15.4","WYT15","final",1
"WYT16.1","WYT16","final",1
"WYT16.2","WYT16","final",1
"WYT16.3","WYT16","final",1
"WYT16.4","WYT16","final",1
"WYT17.1","WYT17","final",2
"WYT17.2","WYT17","final",1
"WYT17.3","WYT17","final",2
"WYT17.4","WYT17","final",1
"WYT19.1","WYT19","final",1
"WYT19.2","WYT19","final",2
"WYT19.3","WYT19","final",1
"WYT19.4","WYT19","final",1
"WYT20.1","WYT20","final",1
"WYT20.2","WYT20","final",1
"WYT20.3","WYT20","final",1
"WYT20.4","WYT20","final",1
"WYT21.1","WYT21","final",2
"WYT21.2","WYT21","final",1
"WYT21.3","WYT21","final",1
"WYT21.4","WYT21","final",1
"WYT22.1","WYT22","final",2
"WYT22.2","WYT22","final",2
"WYT22.3","WYT22","final",1
"WYT22.4","WYT22","final",1
"WYT23.1","WYT23","final",1
"WYT23.2","WYT23","final",2
"WYT23.3","WYT23","final",1
"WYT23.4","WYT23","final",2
"WYT24.1","WYT24","final",2
"WYT24.2","WYT24","final",2
"WYT24.3","WYT24","final",2
"WYT24.4","WYT24","final",1
"WYT25.1","WYT25","final",1
"WYT25.2","WYT25","final",2
"WYT25.3","WYT25","final",1
"WYT25.4","WYT25","final",2
"WYT26.1","WYT26","final",2
"WYT26.2","WYT26","final",1
"WYT26.3","WYT26","final",2
"WYT26.4","WYT26","final",1
"WYT27.1","WYT27","final",1
"WYT27.2","WYT27","final",2
"WYT27.3","WYT27","final",1
"WYT27.4","WYT27","final",1
"WYT28.1","WYT28","final",1
"WYT28.2","WYT28","final",2
"WYT28.3","WYT28","final",1
"WYT28.4","WYT28","final",1
"WYT29.1","WYT29","final",2
"WYT29.2","WYT29","final",2
"WYT29.3","WYT29","final",1
"WYT29.4","WYT29","final",2
"WYT30.1","WYT30","final",1
"WYT30.2","WYT30","final",3
"WYT30.3","WYT30","final",1
"WYT30.4","WYT30","final",2
"WYT31.1","WYT31","final",2
"WYT31.2","WYT31","final",4
"WYT31.3","WYT31","final",2
"WYT31.4","WYT31","final",1
"WYT32.1","WYT32","final",2
"WYT32.2","WYT32","final",1
"WYT32.3","WYT32","final",2
"WYT32.4","WYT32","final",2
"WYT33.1","WYT33","final",2
"WYT33.2","WYT33","final",2
"WYT33.3","WYT33","final",2
"WYT33.4","WYT33","final",2
"WYT34.1","WYT34","final",2
"WYT34.2","WYT34","final",2
"WYT34.3","WYT34","final",2
"WYT34.4","WYT34","final",2
"WYT36.1","WYT36","final",1
"WYT36.2","WYT36","final",2
"WYT36.3","WYT36","final",1
"WYT36.4","WYT36","final",1
"WYT37.1","WYT37","final",1
"WYT37.2","WYT37","final",2
"WYT37.3","WYT37","final",1
"WYT37.4","WYT37","final",2
"WYT38.1","WYT38","final",1
"WYT38.2","WYT38","final",2
"WYT38.3","WYT38","final",1
"WYT38.4","WYT38","final",2
"WYT39.1","WYT39","final",1
"WYT39.2","WYT39","final",2
"WYT39.3","WYT39","final",1
"WYT39.4","WYT39","final",2
"WYT40.1","WYT40","final",2
"WYT40.2","WYT40","final",2
"WYT40.3","WYT40","final",1
"WYT40.4","WYT40","final",1
"WYT41.1","WYT41","final",2
"WYT41.2","WYT41","final",2
"WYT41.3","WYT41","final",1
"WYT41.4","WYT41","final",2
"WYT42.1","WYT42","final",2
"WYT42.2","WYT42","final",2
"WYT42.3","WYT42","final",2
"WYT42.4","WYT42","final",2
"WYT43.1","WYT43","final",1
"WYT43.2","WYT43","final",2
"WYT43.3","WYT43","final",1
"WYT43.4","WYT43","final",2
"WYT44.1","WYT44","final",1
"WYT44.2","WYT44","final",2
"WYT44.3","WYT44","final",1
"WYT44.4","WYT44","final",1
"WYT45.1","WYT45","final",1
"WYT45.2","WYT45","final",2
"WYT45.3","WYT45","final",1
"WYT45.4","WYT45","final",2
"WYT46.1","WYT46","final",2
"WYT46.2","WYT46","final",2
"WYT46.3","WYT46","final",2
"WYT46.4","WYT46","final",2
"WYT47.1","WYT47","final",1
"WYT47.2","WYT47","final",5
"WYT47.3","WYT47","final",1
"WYT47.4","WYT47","final",2
"WYT48.1","WYT48","final",1
"WYT48.2","WYT48","final",1
"WYT48.3","WYT48","final",1
"WYT48.4","WYT48","final",1
"WYT49.1","WYT49","final",1
"WYT49.2","WYT49","final",1
"WYT49.3","WYT49","final",1
"WYT49.4","WYT49","final",2
"WYT50.1","WYT50","final",2
"WYT50.2","WYT50","final",2
"WYT50.3","WYT50","final",1
"WYT50.4","WYT50","final",1
"WYT51.1","WYT51","final",2
"WYT51.2","WYT51","final",1
"WYT51.3","WYT51","final",1
"WYT51.4","WYT51","final",1
"WYT52.1","WYT52","final",1
"WYT52.2","WYT52","final",1
"WYT52.3","WYT52","final",1
"WYT52.4","WYT52","final",2
"WYT53.1","WYT53","final",1
"WYT53.2","WYT53","final",1
"WYT53.3","WYT53","final",1
"WYT53.4","WYT53","final",2
"WYT54.1","WYT54","final",2
"WYT54.2","WYT54","final",1
"WYT54.3","WYT54","final",2
"WYT54.4","WYT54","final",2
"WYT55.1","WYT55","final",2
"WYT55.2","WYT55","final",2
"WYT55.3","WYT55","final",1
"WYT55.4","WYT55","final",1
"WYT56.1","WYT56","final",2
"WYT56.2","WYT56","final",1
"WYT56.3","WYT56","final",1
"WYT56.4","WYT56","final",2
"WYT57.1","WYT57","final",2
"WYT57.2","WYT57","final",1
"WYT57.3","WYT57","final",2
"WYT57.4","WYT57","final",1
"WYT58.1","WYT58","final",1
"WYT58.2","WYT58","final",2
"WYT58.3","WYT58","final",1
"WYT58.4","WYT58","final",2
"WYT59.1","WYT59","final",2
"WYT59.2","WYT59","final",1
"WYT59.3","WYT59","final",1
"WYT59.4","WYT59","final",1
"WYT60.1","WYT60","final",2
"WYT60.2","WYT60","final",1
"WYT60.3","WYT60","final",1
"WYT60.4","WYT60","final",1
"WYT61.1","WYT61","final",2
"WYT61.2","WYT61","final",2
"WYT61.3","WYT61","final",1
"WYT61.4","WYT61","final",2
"WYT63.1","WYT63","final",1
"WYT63.2","WYT63","final",1
"WYT63.3","WYT63","final",1
"WYT63.4","WYT63","final",1
"WYT87.1","WYT87","final",1
"WYT87.2","WYT87","final",1
"WYT87.3","WYT87","final",1
"WYT87.4","WYT87","final",1
"WYT94.1","WYT94","final",1
"WYT94.2","WYT94","final",1
"WYT94.3","WYT94","final",1
"WYT94.4","WYT94","final",1
